,names,matches,innings,notouts,runs,balls,high_score,avg,strike_rate,fours,sixes,fiftys,hundreds,season
765,Sarfaraz Khan,5,3,1,33,29,14,16.5,113.79,5,0,0,0,2020
766,Narayan Jagadeesan,5,2,0,33,29,33,16.5,113.79,4,0,0,0,2020
767,Murali Vijay,3,3,0,32,43,21,10.66,74.41,4,0,0,0,2020
768,Alex Carey,3,3,1,32,29,14,16.0,110.34,0,1,0,0,2020
769,Chris Jordan,9,5,2,29,31,13,9.66,93.54,2,0,0,0,2020
770,Navdeep Saini,13,3,2,27,27,12,27.0,100.0,3,0,0,0,2020
771,Nathan Coulter-Nile,7,2,1,25,15,24,25.0,166.66,4,0,0,0,2020
772,Kamlesh Nagarkoti,10,6,3,22,31,8,7.33,70.96,1,0,0,0,2020
773,Tushar Deshpande,5,2,1,21,12,20,21.0,175.0,2,1,0,0,2020
774,Harshal Patel,5,2,0,21,24,16,10.5,87.5,2,0,0,0,2020
775,Jimmy Neesham,5,3,1,19,18,10,9.5,105.55,0,1,0,0,2020
776,Tom Banton,2,2,0,18,20,10,9.0,90.0,1,1,0,0,2020
777,Mohammed Siraj,9,3,2,17,14,10,17.0,121.42,2,0,0,0,2020
778,Karun Nair,4,3,1,16,14,15,8.0,114.28,2,0,0,0,2020
779,Prabhsimran Singh,2,2,0,15,15,11,7.5,100.0,2,0,0,0,2020
780,Isuru Udana,10,4,1,15,11,10,5.0,136.36,1,1,0,0,2020
781,James Pattinson,10,2,1,15,13,11,15.0,115.38,2,0,0,0,2020
782,Kuldeep Yadav,5,2,1,13,21,12,13.0,61.9,1,0,0,0,2020
783,Imran Tahir,3,1,1,13,10,13,0.0,130.0,2,0,0,0,2020
784,Moeen Ali,3,3,0,12,16,11,4.0,75.0,1,0,0,0,2020
785,Sandeep Sharma,13,5,3,12,15,9,6.0,80.0,1,0,0,0,2020
786,Shardul Thakur,9,2,1,12,21,11,12.0,57.14,0,0,0,0,2020
787,Mohammad Nabi,1,1,1,11,8,11,0.0,137.5,2,0,0,0,2020
788,Rinku Singh,1,1,0,11,11,11,11.0,100.0,1,0,0,0,2020
789,Shivam Mavi,8,3,1,10,14,9,5.0,71.42,1,0,0,0,2020
790,Varun Chakaravarthy,13,3,1,10,15,7,5.0,66.66,0,0,0,0,2020
791,Jaydev Unadkat,7,1,0,9,13,9,9.0,69.23,0,0,0,0,2020
792,Ankit Rajpoot,6,2,1,9,10,7,9.0,90.0,0,1,0,0,2020
793,Dwayne Bravo,6,2,0,7,6,7,3.5,116.66,0,0,0,0,2020
794,Shahbaz Nadeem,7,2,1,7,8,5,7.0,87.5,1,0,0,0,2020
795,Pravin Dubey,3,1,1,7,13,7,0.0,53.84,0,0,0,0,2020
796,Anrich Nortje,16,5,4,7,6,3,7.0,116.66,0,0,0,0,2020
797,Deepak Chahar,14,3,2,7,12,5,7.0,58.33,0,0,0,0,2020
798,Ravi Bishnoi,14,3,2,7,12,6,7.0,58.33,1,0,0,0,2020
799,Andrew Tye,1,1,0,6,6,6,6.0,100.0,0,1,0,0,2020
800,Jasprit Bumrah,15,1,1,5,3,5,0.0,166.66,0,0,0,0,2020
801,Kartik Tyagi,10,3,2,4,6,2,4.0,66.66,0,0,0,0,2020
802,Murugan Ashwin,9,1,0,4,4,4,4.0,100.0,0,0,0,0,2020
803,Dhawal Kulkarni,1,1,1,3,2,3,0.0,150.0,0,0,0,0,2020
804,T Natarajan,16,3,3,3,5,3,0.0,60.0,0,0,0,0,2020
805,Prasidh Krishna,6,2,2,2,4,2,0.0,50.0,0,0,0,0,2020
806,Rahul Chahar,15,1,1,2,4,2,0.0,50.0,0,0,0,0,2020
807,Mohammad Shami,14,3,2,2,3,2,2.0,66.66,0,0,0,0,2020
808,Nikhil Naik,1,1,0,1,3,1,1.0,33.33,0,0,0,0,2020
809,Mujeeb Ur Rahman,2,1,0,1,3,1,1.0,33.33,0,0,0,0,2020
810,Dale Steyn,3,1,1,1,2,1,0.0,50.0,0,0,0,0,2020
811,Varun Aaron,3,2,1,1,10,1,1.0,10.0,0,0,0,0,2020
812,Shahbaz Ahmed,2,1,1,1,1,1,0.0,100.0,0,0,0,0,2020
813,Yuzvendra Chahal,15,2,1,1,3,1,1.0,33.33,0,0,0,0,2020
814,Mitchell Marsh,1,1,0,0,1,0,0.0,0.0,0,0,0,0,2020
815,Umesh Yadav,2,1,0,0,2,0,0.0,0.0,0,0,0,0,2020
816,Bhuvneshwar Kumar,4,1,0,0,2,0,0.0,0.0,0,0,0,0,2020
817,Sheldon Cottrell,6,1,0,0,2,0,0.0,0.0,0,0,0,0,2020
818,Khaleel Ahmed,7,1,0,0,2,0,0.0,0.0,0,0,0,0,2020
819,Arshdeep Singh,8,1,0,0,3,0,0.0,0.0,0,0,0,0,2020
820,Daniel Sams,3,1,0,0,2,0,0.0,0.0,0,0,0,0,2020
821,Shreevats Goswami,2,2,0,0,4,0,0.0,0.0,0,0,0,0,2020
822,Trent Boult,15,1,0,0,1,0,0.0,0.0,0,0,0,0,2020
823,Ruturaj Gaikwad,16,16,2,635,466,101,45.35,136.26,64,23,1,4,2021
824,Faf du Plessis,16,16,2,633,458,95,45.21,138.2,60,23,0,6,2021
825,KL Rahul,13,13,3,626,451,98,62.6,138.8,48,30,0,6,2021
826,Shikhar Dhawan,16,16,1,587,471,92,39.13,124.62,63,16,0,3,2021
827,Glenn Maxwell,15,14,2,513,356,78,42.75,144.1,48,21,0,6,2021
828,Sanju Samson,14,14,2,484,354,119,40.33,136.72,45,17,1,2,2021
829,Prithvi Shaw,15,15,0,479,301,82,31.93,159.13,56,18,0,4,2021
830,Shubman Gill,17,17,0,478,402,57,28.11,118.9,50,12,0,3,2021
831,Mayank Agarwal,12,12,1,441,314,99,40.09,140.44,42,18,0,4,2021
832,Rishabh Pant,16,16,4,419,326,58,34.91,128.52,42,10,0,3,2021
833,Devdutt Padikkal,14,14,1,411,328,101,31.61,125.3,44,14,1,1,2021
834,Virat Kohli,15,15,1,405,339,72,28.92,119.46,43,9,0,3,2021
835,Rahul Tripathi,17,16,2,397,283,74,28.35,140.28,41,11,0,2,2021
836,Nitish Rana,17,16,3,383,314,80,29.46,121.97,34,17,0,2,2021
837,Rohit Sharma,13,13,0,381,299,63,29.3,127.42,33,14,0,1,2021
838,Venkatesh Iyer,10,10,1,370,288,67,41.11,128.47,37,14,0,4,2021
839,Moeen Ali,15,15,1,357,260,58,25.5,137.3,31,19,0,1,2021
840,Suryakumar Yadav,14,14,0,317,221,82,22.64,143.43,40,10,0,2,2021
841,AB de Villiers,15,14,4,313,211,76,31.3,148.34,23,16,0,2,2021
842,Quinton de Kock,11,11,1,297,256,70,29.7,116.01,29,7,0,2,2021
843,Manish Pandey,8,8,2,292,236,69,48.66,123.72,21,10,0,3,2021
844,Kane Williamson,10,10,4,266,235,66,44.33,113.19,29,2,0,2,2021
845,Ambati Rayudu,16,13,4,257,170,72,28.55,151.17,16,17,0,2,2021
846,Jos Buttler,7,7,0,254,166,124,36.28,153.01,27,13,1,0,2021
847,Yashasvi Jaiswal,10,10,0,249,168,50,24.9,148.21,32,10,0,1,2021
848,Jonny Bairstow,7,7,1,248,175,63,41.33,141.71,20,15,0,2,2021
849,Kieron Pollard,14,13,5,245,165,87,30.62,148.48,16,16,0,1,2021
850,Shimron Hetmyer,14,13,6,242,144,53,34.57,168.05,19,12,0,1,2021
851,Ishan Kishan,10,10,1,241,180,84,26.77,133.88,21,10,0,2,2021
852,Shivam Dube,9,9,1,230,193,64,28.75,119.17,18,10,0,1,2021
853,Ravindra Jadeja,16,12,9,227,156,62,75.66,145.51,19,9,0,1,2021
854,Dinesh Karthik,17,15,5,223,170,40,22.3,131.17,22,7,0,0,2021
855,David Warner,8,8,0,195,181,57,24.37,107.73,15,6,0,2,2021
856,Chris Gayle,10,10,1,193,154,46,21.44,125.32,21,8,0,0,2021
857,K.S Bharat,8,7,2,191,156,78,38.2,122.43,10,8,0,1,2021
858,Andre Russell,10,9,2,183,120,54,26.14,152.5,14,14,0,1,2021
859,Shreyas Iyer,8,8,3,175,171,47,35.0,102.33,7,5,0,0,2021
860,Deepak Hooda,12,11,1,160,123,64,16.0,130.08,9,9,0,1,2021
861,Suresh Raina,12,11,2,160,128,54,17.77,125.0,13,9,0,1,2021
862,Rahul Tewatia,14,11,1,155,147,44,15.5,105.44,11,6,0,0,2021
863,Shahrukh Khan,11,10,3,153,114,47,21.85,134.21,9,10,0,0,2021
864,Steve Smith,8,7,1,152,135,39,25.33,112.59,13,2,0,0,2021
865,Evin Lewis,5,5,0,151,93,58,30.2,162.36,18,7,0,1,2021
866,Jason Roy,5,5,0,150,121,60,30.0,123.96,21,1,0,1,2021
867,Aiden Markram,6,6,1,146,119,42,29.2,122.68,12,4,0,0,2021
868,Krunal Pandya,13,12,2,143,123,39,14.3,116.26,10,6,0,0,2021
869,Eoin Morgan,17,16,4,133,139,47,11.08,95.68,8,6,0,0,2021
870,Wriddhiman Saha,9,9,0,131,140,44,14.55,93.57,7,5,0,0,2021
871,Hardik Pandya,12,11,2,127,112,40,14.11,113.39,11,5,0,0,2021
872,David Miller,9,8,3,124,113,62,24.8,109.73,11,3,0,1,2021
873,Saurabh Tiwary,5,4,2,115,97,50,57.5,118.55,10,2,0,1,2021
874,Robin Uthappa,4,4,0,115,84,63,28.75,136.9,8,5,0,1,2021
875,MS Dhoni,16,11,4,114,107,18,16.28,106.54,12,3,0,0,2021
876,Abdul Samad,11,10,1,111,87,28,12.33,127.58,4,8,0,0,2021
877,Abhishek Sharma,8,7,1,98,75,33,16.33,130.66,7,4,0,0,2021
878,Mahipal Lomror,4,4,1,94,73,43,31.33,128.76,3,6,0,0,2021
879,Pat Cummins,7,5,2,93,56,66,31.0,166.07,5,8,0,1,2021
880,Riyan Parag,11,10,2,93,83,25,11.62,112.04,6,4,0,0,2021
881,Marcus Stoinis,10,7,3,89,72,27,22.25,123.61,11,1,0,0,2021
882,Nicholas Pooran,12,11,0,85,76,32,7.72,111.84,3,5,0,0,2021
883,Jason Holder,8,7,1,85,72,47,14.16,118.05,2,6,0,0,2021
884,Rashid Khan,14,10,2,83,69,22,10.37,120.28,9,2,0,0,2021
885,Priyam Garg,5,5,0,72,74,29,14.4,97.29,2,3,0,0,2021
886,Rajat Patidar,4,4,0,71,62,31,17.75,114.51,3,3,0,0,2021
887,Lalit Yadav,7,5,3,68,73,22,34.0,93.15,7,0,0,0,2021
888,Chris Morris,11,7,2,67,49,36,13.4,136.73,2,5,0,0,2021
889,Kyle Jamieson,9,7,3,65,55,16,16.25,118.18,5,3,0,0,2021
890,Harpreet Brar,7,5,5,64,58,25,0.0,110.34,3,2,0,0,2021
891,Sunil Narine,14,10,2,62,47,26,7.75,131.91,3,5,0,0,2021
892,Shahbaz Ahmed,11,7,0,59,53,14,8.42,111.32,4,2,0,0,2021
893,Harshal Patel,15,8,4,59,46,31,14.75,128.26,6,2,0,0,2021
894,Vijay Shankar,7,5,0,58,52,28,11.6,111.53,1,3,0,0,2021
895,Sam Curran,9,4,1,56,29,34,18.66,193.1,5,3,0,0,2021
896,Kedar Jadhav,6,5,1,55,52,19,13.75,105.76,2,2,0,0,2021
897,Chris Lynn,1,1,0,49,35,49,49.0,140.0,4,3,0,0,2021
898,Shakib Al Hasan,8,6,1,47,48,26,9.4,97.91,3,1,0,0,2021
899,Dwayne Bravo,11,3,2,47,18,23,47.0,261.11,3,4,0,0,2021
900,Ravichandran Ashwin,13,5,2,44,42,20,14.66,104.76,2,1,0,0,2021
901,Manan Vohra,4,4,0,42,39,14,10.5,107.69,5,2,0,0,2021
902,Liam Livingstone,5,5,0,42,41,25,8.4,102.43,3,1,0,0,2021
903,Jaydev Unadkat,6,3,1,41,29,24,20.5,141.37,3,2,0,0,2021
904,Axar Patel,12,6,1,40,46,12,8.0,86.95,2,1,0,0,2021
905,Jayant Yadav,5,3,1,34,26,23,17.0,130.76,2,1,0,0,2021
906,Bhuvneshwar Kumar,11,7,6,34,30,14,34.0,113.33,3,0,0,0,2021
907,Mohammad Nabi,3,3,0,34,20,17,11.33,170.0,3,2,0,0,2021
908,Chris Jordan,4,2,0,32,21,30,16.0,152.38,1,3,0,0,2021
909,Washington Sundar,6,4,0,31,47,10,7.75,65.95,2,0,0,0,2021
910,Moises Henriques,5,4,2,31,32,14,15.5,96.87,0,1,0,0,2021
911,Dawid Malan,1,1,0,26,26,26,26.0,100.0,1,1,0,0,2021
912,Glenn Phillips,3,3,1,26,33,14,13.0,78.78,1,2,0,0,2021
913,Ripal Patel,2,2,1,25,27,18,25.0,92.59,3,0,0,0,2021
914,Shivam Mavi,9,2,0,25,20,20,12.5,125.0,2,2,0,0,2021
915,Tom Curran,3,2,1,21,17,21,21.0,123.52,2,0,0,0,2021
916,Mohammed Siraj,15,4,3,20,26,12,20.0,76.92,1,1,0,0,2021
917,Prabhsimran Singh,2,2,0,19,23,12,9.5,82.6,1,1,0,0,2021
918,Nathan Ellis,3,2,1,18,16,12,18.0,112.5,0,1,0,0,2021
919,Lockie Ferguson,8,3,3,18,11,18,0.0,163.63,1,1,0,0,2021
920,Anmolpreet Singh,1,1,0,16,14,16,16.0,114.28,2,1,0,0,2021
921,Adam Milne,4,3,1,16,17,15,8.0,94.11,0,1,0,0,2021
922,Chetan Sakariya,14,6,1,16,25,7,3.2,64.0,2,0,0,0,2021
923,Jasprit Bumrah,14,7,5,16,17,5,8.0,94.11,2,0,0,0,2021
924,Jhye Richardson,3,2,0,15,24,15,7.5,62.5,2,0,0,0,2021
925,Chris Woakes,3,1,1,15,11,15,0.0,136.36,2,0,0,0,2021
926,Murugan Ashwin,3,2,0,15,24,9,7.5,62.5,1,0,0,0,2021
927,Virat Singh,3,2,0,15,26,11,7.5,57.69,1,0,0,0,2021
928,Mandeep Singh,1,1,0,15,14,15,15.0,107.14,2,0,0,0,2021
929,Jagadeesha Suchith,2,1,1,14,6,14,0.0,233.33,2,1,0,0,2021
930,Rahul Chahar,11,5,0,14,15,8,2.8,93.33,1,0,0,0,2021
931,Dan Christian,9,7,1,14,24,9,2.33,58.33,1,0,0,0,2021
932,Mohammad Shami,14,4,3,13,17,9,13.0,76.47,0,0,0,0,2021
933,Kagiso Rabada,15,3,2,13,6,9,13.0,216.66,2,0,0,0,2021
934,Yuzvendra Chahal,15,2,2,10,27,8,0.0,37.03,0,0,0,0,2021
935,Ajinkya Rahane,2,1,0,8,8,8,8.0,100.0,1,0,0,0,2021
936,Sandeep Sharma,7,2,1,8,7,8,8.0,114.28,1,0,0,0,2021
937,Mustafizur Rahman,14,5,5,8,14,8,0.0,57.14,0,1,0,0,2021
938,Siddarth Kaul,8,2,2,8,8,7,0.0,100.0,1,0,0,0,2021
939,Sachin Baby,1,1,0,7,17,7,7.0,41.17,0,0,0,0,2021
940,Shreyas Gopal,3,2,1,7,5,7,7.0,140.0,0,1,0,0,2021
941,Daniel Sams,2,2,1,6,6,3,6.0,100.0,0,0,0,0,2021
942,Fabian Allen,4,3,2,6,12,6,6.0,50.0,0,0,0,0,2021
943,Avesh Khan,16,1,1,5,3,5,0.0,166.66,1,0,0,0,2021
944,Shardul Thakur,16,4,2,5,5,3,2.5,100.0,0,0,0,0,2021
945,Harbhajan Singh,3,2,2,4,4,2,0.0,100.0,0,0,0,0,2021
946,Nathan Coulter-Nile,5,2,0,4,5,3,2.0,80.0,0,0,0,0,2021
947,Tim Southee,3,1,0,3,5,3,3.0,60.0,0,0,0,0,2021
948,Navdeep Saini,2,1,0,2,4,2,2.0,50.0,0,0,0,0,2021
949,Tabraiz Shamsi,1,1,1,2,4,2,0.0,50.0,0,0,0,0,2021
950,Kartik Tyagi,4,2,1,2,4,1,2.0,50.0,0,0,0,0,2021
951,Tim Seifert,1,1,0,2,4,2,2.0,50.0,0,0,0,0,2021
952,Arshdeep Singh,12,2,2,2,3,1,0.0,66.66,0,0,0,0,2021
953,George Garton,5,3,2,2,4,2,2.0,50.0,0,0,0,0,2021
954,Varun Chakaravarthy,17,3,2,2,4,2,2.0,50.0,0,0,0,0,2021
955,Mujeeb Ur Rahman,1,1,1,1,1,1,0.0,100.0,0,0,0,0,2021
956,Tim David,1,1,0,1,3,1,1.0,33.33,0,0,0,0,2021
957,Khaleel Ahmed,7,1,0,1,2,1,1.0,50.0,0,0,0,0,2021
958,Wanindu Hasaranga,2,2,1,1,2,1,1.0,50.0,0,0,0,0,2021
959,Ravi Bishnoi,9,1,0,1,4,1,1.0,25.0,0,0,0,0,2021
960,Trent Boult,14,4,4,1,4,1,0.0,25.0,0,0,0,0,2021
961,Deepak Chahar,15,2,2,1,1,1,0.0,100.0,0,0,0,0,2021
962,Ben Stokes,1,1,0,0,3,0,0.0,0.0,0,0,0,0,2021
963,Marco Jansen,2,2,0,0,3,0,0.0,0.0,0,0,0,0,2021
964,Shahbaz Nadeem,1,1,0,0,1,0,0.0,0.0,0,0,0,0,2021
965,Kamlesh Nagarkoti,1,1,0,0,2,0,0.0,0.0,0,0,0,0,2021
966,Prasidh Krishna,10,2,1,0,1,0,0.0,0.0,0,0,0,0,2021
967,Kuldip Yadav,1,1,1,0,4,0,0.0,0.0,0,0,0,0,2021
968,Sarfaraz Khan,2,2,0,0,4,0,0.0,0.0,0,0,0,0,2021
969,Anuj Rawat,2,1,0,0,1,0,0.0,0.0,0,0,0,0,2021
970,Jimmy Neesham,3,2,0,0,2,0,0.0,0.0,0,0,0,0,2021
971,Piyush Chawla,1,1,0,0,2,0,0.0,0.0,0,0,0,0,2021
