,names,matches,innings,notouts,runs,balls,high_score,avg,strike_rate,fours,sixes,fiftys,hundreds,season
22,"



Rohit Sharma


",12,12,0,332,260,80,27.66,127.69,27,19,0,3,2020
23,"



Jos Buttler


",13,12,2,328,227,70,32.80,144.49,27,16,0,2,2020
24,"



Kane Williamson


",12,11,4,317,237,67,45.28,133.75,26,10,0,3,2020
25,"



Steve Smith


",14,14,2,311,237,69,25.91,131.22,32,9,0,3,2020
26,"



Shane Watson


",11,11,1,299,247,83,29.90,121.05,33,13,0,2,2020
27,"



Chris Gayle


",7,7,0,288,210,99,41.14,137.14,15,23,0,3,2020
28,"



Ben Stokes


",8,8,1,285,200,107,40.71,142.50,36,7,1,1,2020
29,"



Hardik Pandya


",14,13,5,281,157,60,35.12,178.98,14,25,0,1,2020
30,"



Aaron Finch


",12,12,0,268,241,52,22.33,111.20,28,8,0,1,2020
31,"



Kieron Pollard


",16,12,7,268,140,60,53.60,191.42,15,22,0,1,2020
32,"



Rahul Tewatia


",14,11,5,255,183,53,42.50,139.34,13,17,0,1,2020
33,"



Ravindra Jadeja


",14,11,6,232,135,50,46.40,171.85,22,11,0,1,2020
34,"



Rahul Tripathi


",11,11,1,230,181,81,23.00,127.07,21,10,0,1,2020
35,"



Prithvi Shaw


",13,13,0,228,167,66,17.53,136.52,27,8,0,2,2020
36,"



Wriddhiman Saha


",4,4,1,214,153,87,71.33,139.86,24,5,0,2,2020
37,"



Ruturaj Gaikwad


",6,6,2,204,169,72,51.00,120.71,16,6,0,3,2020
38,"



MS Dhoni


",14,12,4,200,172,47,25.00,116.27,16,7,0,0,2020
39,"



Robin Uthappa


",12,12,0,196,164,41,16.33,119.51,19,7,0,0,2020
40,"



Sam Curran


",14,11,3,186,141,52,23.25,131.91,12,12,0,1,2020
41,"



Shimron Hetmyer


",12,11,3,185,125,45,23.12,148.00,11,12,0,0,2020
42,"



Dinesh Karthik


",14,14,2,169,134,58,14.08,126.11,20,4,0,1,2020
43,"



Pat Cummins


",14,11,4,146,114,53,20.85,128.07,9,8,0,1,2020
44,"



Priyam Garg


",14,10,1,133,111,51,14.77,119.81,9,4,0,1,2020
45,"



Mandeep Singh


",7,7,1,130,109,66,21.66,119.26,10,4,0,1,2020
46,"



Shivam Dube


",11,9,2,129,105,27,18.42,122.85,5,9,0,0,2020
47,"



Sunil Narine


",10,9,0,121,85,64,13.44,142.35,10,8,0,1,2020
48,"



Andre Russell


",10,9,0,117,81,25,13.00,144.44,9,9,0,0,2020
49,"



Axar Patel


",15,9,1,117,85,42,14.62,137.64,6,8,0,0,2020
50,"



Jofra Archer


",14,10,4,113,63,27,18.83,179.36,5,10,0,0,2020
51,"



Ajinkya Rahane


",9,8,0,113,107,60,14.12,105.60,12,2,0,1,2020
52,"



Washington Sundar


",15,9,3,111,95,30,18.50,116.84,10,2,0,0,2020
53,"



Abdul Samad


",12,8,3,111,65,33,22.20,170.76,8,6,0,0,2020
54,"



Krunal Pandya


",16,12,6,109,92,34,18.16,118.47,9,5,0,0,2020
55,"



Glenn Maxwell


",13,11,4,108,106,32,15.42,101.88,9,0,0,0,2020
56,"



Saurabh Tiwary


",7,5,0,103,80,42,20.60,128.75,8,3,0,0,2020
57,"



Deepak Hooda


",7,5,4,101,71,62,101.00,142.25,5,5,0,1,2020
58,"



Vijay Shankar


",7,5,1,97,96,52,24.25,101.04,10,1,0,1,2020
59,"



Riyan Parag


",12,8,1,86,77,42,12.28,111.68,6,3,0,0,2020
60,"



Tom Curran


",5,4,3,83,62,54,83.00,133.87,5,3,0,1,2020
61,"



Josh Philippe


",5,5,1,78,77,33,19.50,101.29,9,1,0,0,2020
62,"



Gurkeerat Mann Singh


",8,5,5,71,80,21,0.00,88.75,8,0,0,0,2020
63,"



Abhishek Sharma


",8,7,2,71,56,31,14.20,126.78,6,3,0,0,2020
64,"



Jason Holder


",7,4,2,66,53,26,33.00,124.52,5,3,0,0,2020
65,"



Kedar Jadhav


",8,5,2,62,66,26,20.66,93.93,7,0,0,0,2020
66,"



Mahipal Lomror


",3,3,0,59,54,47,19.66,109.25,2,3,0,0,2020
67,"



Kagiso Rabada


",17,8,4,56,49,15,14.00,114.28,4,2,0,0,2020
68,"



Lockie Ferguson


",5,2,2,43,29,24,0.00,148.27,4,1,0,0,2020
69,"



Krishnappa Gowtham


",2,2,1,42,27,22,42.00,155.55,3,2,0,0,2020
70,"



Yashasvi Jaiswal


",3,3,0,40,44,34,13.33,90.90,2,2,0,0,2020
71,"



Shreyas Gopal


",14,5,1,37,39,23,9.25,94.87,3,0,0,0,2020
72,"



Ravichandran Ashwin


",15,6,3,37,34,14,12.33,108.82,3,1,0,0,2020
73,"



Rashid Khan


",16,7,3,35,30,14,8.75,116.66,3,2,0,0,2020
74,"



Chris Morris


",9,5,1,34,21,25,8.50,161.90,2,3,0,0,2020
75,"



Sarfaraz Khan


",5,3,1,33,29,14,16.50,113.79,5,0,0,0,2020
76,"



Narayan Jagadeesan


",5,2,0,33,29,33,16.50,113.79,4,0,0,0,2020
77,"



Murali Vijay


",3,3,0,32,43,21,10.66,74.41,4,0,0,0,2020
78,"



Alex Carey


",3,3,1,32,29,14,16.00,110.34,0,1,0,0,2020
79,"



Chris Jordan


",9,5,2,29,31,13,9.66,93.54,2,0,0,0,2020
80,"



Navdeep Saini


",13,3,2,27,27,12,27.00,100.00,3,0,0,0,2020
81,"



Nathan Coulter-Nile


",7,2,1,25,15,24,25.00,166.66,4,0,0,0,2020
82,"



Kamlesh Nagarkoti


",10,6,3,22,31,8,7.33,70.96,1,0,0,0,2020
83,"



Tushar Deshpande


",5,2,1,21,12,20,21.00,175.00,2,1,0,0,2020
84,"



Harshal Patel


",5,2,0,21,24,16,10.50,87.50,2,0,0,0,2020
85,"



Jimmy Neesham


",5,3,1,19,18,10,9.50,105.55,0,1,0,0,2020
86,"



Tom Banton


",2,2,0,18,20,10,9.00,90.00,1,1,0,0,2020
87,"



Mohammed Siraj


",9,3,2,17,14,10,17.00,121.42,2,0,0,0,2020
88,"



Karun Nair


",4,3,1,16,14,15,8.00,114.28,2,0,0,0,2020
89,"



Prabhsimran Singh


",2,2,0,15,15,11,7.50,100.00,2,0,0,0,2020
90,"



Isuru Udana


",10,4,1,15,11,10,5.00,136.36,1,1,0,0,2020
91,"



James Pattinson


",10,2,1,15,13,11,15.00,115.38,2,0,0,0,2020
92,"



Kuldeep Yadav


",5,2,1,13,21,12,13.00,61.90,1,0,0,0,2020
93,"



Imran Tahir


",3,1,1,13,10,13,0.00,130.00,2,0,0,0,2020
94,"



Moeen Ali


",3,3,0,12,16,11,4.00,75.00,1,0,0,0,2020
95,"



Sandeep Sharma


",13,5,3,12,15,9,6.00,80.00,1,0,0,0,2020
96,"



Shardul Thakur


",9,2,1,12,21,11,12.00,57.14,0,0,0,0,2020
97,"



Mohammad Nabi


",1,1,1,11,8,11,0.00,137.50,2,0,0,0,2020
98,"



Rinku Singh


",1,1,0,11,11,11,11.00,100.00,1,0,0,0,2020
99,"



Shivam Mavi


",8,3,1,10,14,9,5.00,71.42,1,0,0,0,2020
100,"



Varun Chakaravarthy


",13,3,1,10,15,7,5.00,66.66,0,0,0,0,2020
101,"



Jaydev Unadkat


",7,1,0,9,13,9,9.00,69.23,0,0,0,0,2020
102,"



Ankit Rajpoot


",6,2,1,9,10,7,9.00,90.00,0,1,0,0,2020
103,"



Dwayne Bravo


",6,2,0,7,6,7,3.50,116.66,0,0,0,0,2020
104,"



Shahbaz Nadeem


",7,2,1,7,8,5,7.00,87.50,1,0,0,0,2020
105,"



Pravin Dubey


",3,1,1,7,13,7,0.00,53.84,0,0,0,0,2020
106,"



Anrich Nortje


",16,5,4,7,6,3,7.00,116.66,0,0,0,0,2020
107,"



Deepak Chahar


",14,3,2,7,12,5,7.00,58.33,0,0,0,0,2020
108,"



Ravi Bishnoi


",14,3,2,7,12,6,7.00,58.33,1,0,0,0,2020
109,"



Andrew Tye


",1,1,0,6,6,6,6.00,100.00,0,1,0,0,2020
110,"



Jasprit Bumrah


",15,1,1,5,3,5,0.00,166.66,0,0,0,0,2020
111,"



Kartik Tyagi


",10,3,2,4,6,2,4.00,66.66,0,0,0,0,2020
112,"



Murugan Ashwin


",9,1,0,4,4,4,4.00,100.00,0,0,0,0,2020
113,"



Dhawal Kulkarni


",1,1,1,3,2,3,0.00,150.00,0,0,0,0,2020
114,"



T Natarajan


",16,3,3,3,5,3,0.00,60.00,0,0,0,0,2020
115,"



Prasidh Krishna


",6,2,2,2,4,2,0.00,50.00,0,0,0,0,2020
116,"



Rahul Chahar


",15,1,1,2,4,2,0.00,50.00,0,0,0,0,2020
117,"



Mohammad Shami


",14,3,2,2,3,2,2.00,66.66,0,0,0,0,2020
118,"



Nikhil Naik


",1,1,0,1,3,1,1.00,33.33,0,0,0,0,2020
119,"



Mujeeb Ur Rahman


",2,1,0,1,3,1,1.00,33.33,0,0,0,0,2020
120,"



Dale Steyn


",3,1,1,1,2,1,0.00,50.00,0,0,0,0,2020
121,"



Varun Aaron


",3,2,1,1,10,1,1.00,10.00,0,0,0,0,2020
122,"



Shahbaz Ahmed


",2,1,1,1,1,1,0.00,100.00,0,0,0,0,2020
123,"



Yuzvendra Chahal


",15,2,1,1,3,1,1.00,33.33,0,0,0,0,2020
124,"



Mitchell Marsh


",1,1,0,0,1,0,0.00,0.00,0,0,0,0,2020
125,"



Umesh Yadav


",2,1,0,0,2,0,0.00,0.00,0,0,0,0,2020
126,"



Bhuvneshwar Kumar


",4,1,0,0,2,0,0.00,0.00,0,0,0,0,2020
127,"



Sheldon Cottrell


",6,1,0,0,2,0,0.00,0.00,0,0,0,0,2020
128,"



Khaleel Ahmed


",7,1,0,0,2,0,0.00,0.00,0,0,0,0,2020
129,"



Arshdeep Singh


",8,1,0,0,3,0,0.00,0.00,0,0,0,0,2020
130,"



Daniel Sams


",3,1,0,0,2,0,0.00,0.00,0,0,0,0,2020
131,"



Shreevats Goswami


",2,2,0,0,4,0,0.00,0.00,0,0,0,0,2020
132,"



Trent Boult


",15,1,0,0,1,0,0.00,0.00,0,0,0,0,2020
